Product name,Manufacture date,Quantity,Discount
Whiskey,2022-05-06,46,13
Whiskey,2022-09-21,191,20
Canned Soup,2023-09-11,227,9
Spaghetti,2023-01-03,244,20
Canned Mushrooms,2023-06-09,9,12
Nestea,2022-04-03,48,12
Whiskey,2022-05-02,142,13
Canned Beans,2023-04-18,52,6
Coca-Cola,2022-01-10,238,20
Vodka,2023-04-12,226,11
Canned Peas,2022-12-11,74,17
Vodka,2022-04-04,170,19
Pasta,2022-03-22,21,17
Canned Mushrooms,2022-10-01,278,20
Sprite,2022-01-05,288,20
Whiskey,2023-02-02,135,14
Canned Olives,2023-07-31,3,0
Fanta,2022-01-09,81,15
Sprite,2022-09-28,112,13
Can of Tuna,2023-02-09,276,16
Canned Pineapple,2023-03-24,261,11
Canned Olives,2022-12-11,213,18
Pepsi,2022-10-10,175,18
Spaghetti,2023-08-02,140,0
Canned Pineapple,2023-05-04,146,9
Canned Tomatoes,2023-04-22,94,14
Canned Peas,2022-01-01,60,13
Canned Pineapple,2022-06-01,190,20
Pepsi,2023-06-01,11,13
Sprite,2023-12-11,122,0
Canned Soup,2023-06-06,120,6
Canned Olives,2023-08-26,124,0
Canned Soup,2023-10-09,179,6
Pepsi,2023-04-08,189,14
Fanta,2023-06-04,134,11
Canned Peas,2022-10-04,130,13
Canned Soup,2023-07-18,227,15
Coca-Cola,2022-08-07,266,20
Canned Olives,2022-04-09,70,13
Canned Soup,2023-01-30,25,13
Can of Tuna,2022-10-25,33,12
Canned Tomatoes,2022-05-29,165,20
Spaghetti,2022-09-19,217,18
Whiskey,2023-05-05,204,10
Rice,2022-08-12,135,14
Fanta,2022-11-27,229,19
Pepsi,2023-08-23,12,0
Coca-Cola,2022-03-18,201,18
Canned Olives,2023-12-15,158,5
Rice,2022-02-12,279,20
Canned Pineapple,2022-05-30,196,18
Spaghetti,2023-05-27,179,10
Fanta,2023-11-21,286,5
Can of Tuna,2022-03-10,118,12
Rum,2023-09-01,292,6
Canned Mushrooms,2023-05-27,153,13
Nestea,2022-11-09,40,12
Canned Olives,2022-05-18,31,13
Fanta,2022-09-27,50,13
Canned Olives,2022-09-27,245,20
Can of Tuna,2022-05-17,268,18
Whiskey,2023-08-23,125,0
Spaghetti,2022-10-06,204,19
Rum,2023-10-16,79,0
Nestea,2023-11-06,178,8
Canned Beans,2023-07-22,58,9
Canned Soup,2022-06-21,29,13
Whiskey,2022-09-08,66,13
Canned Beans,2022-05-02,289,19
Canned Mushrooms,2022-04-02,214,20
Canned Pineapple,2023-10-29,192,6
Vodka,2023-04-12,89,8
Canned Mushrooms,2022-12-01,244,18
Canned Mushrooms,2022-10-17,26,16
Canned Soup,2022-09-26,154,18
Canned Mushrooms,2022-02-23,260,18
Canned Tomatoes,2023-11-11,239,5
Spaghetti,2022-04-02,217,19
Sprite,2023-11-27,285,10
Canned Olives,2023-05-15,5,8
Canned Peas,2022-09-09,121,12
Canned Soup,2022-08-10,291,20
Can of Tuna,2023-09-09,292,10
Rum,2022-11-26,142,12
Rice,2022-07-09,158,18
Coca-Cola,2023-10-11,208,9
Rum,2022-06-19,91,13
Rice,2022-07-20,290,18
Sprite,2023-03-20,65,10
Canned Soup,2022-12-03,87,15
Canned Mushrooms,2023-05-31,204,14
Canned Beans,2023-11-16,117,0
Sprite,2022-06-04,245,20
Fanta,2023-10-29,127,0
Canned Soup,2023-07-23,7,11
Pepsi,2023-01-28,288,20
Canned Tomatoes,2023-02-08,221,13
Canned Pineapple,2023-07-28,146,6
Rum,2023-06-30,65,6
Canned Olives,2022-03-02,160,18
Can of Tuna,2022-05-14,130,12
Canned Peas,2023-11-12,128,0
Pasta,2022-08-08,93,12
Canned Corn,2022-09-14,299,19
Rice,2022-09-18,138,15
Canned Mushrooms,2022-09-22,47,14
Canned Olives,2022-08-04,89,15
Pepsi,2022-01-28,126,16
Canned Corn,2022-04-04,132,15
Can of Tuna,2022-04-20,265,20
Spaghetti,2022-10-25,179,20
Fanta,2022-01-23,223,19
Canned Beans,2023-05-11,177,15
Canned Peas,2022-08-21,218,18
Pasta,2022-10-24,68,16
Vodka,2022-01-31,30,16
Vodka,2022-04-28,231,19
Canned Soup,2023-10-18,17,0
Canned Peas,2023-06-27,38,10
Canned Corn,2023-09-06,150,0
Rum,2023-01-13,282,19
Canned Peas,2022-05-24,221,18
Canned Olives,2022-07-24,6,17
Whiskey,2022-02-01,138,13
Fanta,2022-10-28,146,14
Spaghetti,2023-03-28,215,15
Canned Olives,2023-09-30,154,10
Pasta,2022-03-17,243,20
Sprite,2022-01-21,198,18
Canned Beans,2022-08-29,240,20
Canned Pineapple,2023-01-29,107,16
Sprite,2023-12-29,221,9
Canned Peas,2022-10-08,17,17
Fanta,2023-09-03,128,0
Canned Tomatoes,2022-12-17,170,20
Coca-Cola,2022-07-25,186,18
Canned Tomatoes,2023-06-23,1,12
Canned Olives,2023-04-01,28,10
Nestea,2023-08-03,134,0
Canned Peas,2023-03-05,86,10
Pepsi,2022-02-07,86,16
Canned Mushrooms,2022-04-09,114,17
Coca-Cola,2022-07-30,76,17
Canned Tomatoes,2023-03-20,111,11
Canned Mushrooms,2022-09-28,151,18
Coca-Cola,2023-03-09,99,10
Canned Beans,2023-06-19,126,14
Nestea,2022-04-27,109,12
Nestea,2022-10-20,242,19
Fanta,2022-06-26,239,18
Coca-Cola,2023-01-31,256,20
Canned Soup,2022-05-31,224,20
Can of Tuna,2022-05-29,259,19
Sprite,2023-07-05,27,8
Spaghetti,2022-05-29,43,16
Sprite,2023-12-30,22,0
Rum,2022-10-30,10,15
Canned Peas,2023-05-22,145,12
Can of Tuna,2022-05-18,227,19
Pepsi,2023-08-31,148,0
Canned Beans,2023-05-14,213,12
Can of Tuna,2023-07-19,281,15
Coca-Cola,2023-08-25,148,0
Whiskey,2023-09-13,96,0
Canned Corn,2023-09-29,155,6
Rice,2023-04-20,264,16
Can of Tuna,2022-02-23,208,20
Pasta,2022-12-18,103,16
Coca-Cola,2023-12-30,4,0
Coca-Cola,2023-08-19,39,0
Canned Corn,2023-09-12,120,0
Rum,2022-12-29,259,19
Rum,2022-11-09,235,19
Canned Pineapple,2022-10-20,278,18
Canned Beans,2023-02-06,94,11
Canned Soup,2022-02-25,64,17
Canned Mushrooms,2022-07-20,181,18
Spaghetti,2022-03-05,252,18
Canned Olives,2023-07-13,295,12
Canned Soup,2023-04-11,205,12
Pepsi,2022-11-20,166,18
Canned Pineapple,2022-07-27,220,19
Canned Soup,2023-05-05,235,13
Pepsi,2022-05-29,58,17
Canned Pineapple,2022-09-10,99,17
Spaghetti,2023-04-18,197,11
Nestea,2022-05-02,211,18
Sprite,2023-04-22,169,12
Canned Peas,2023-03-24,90,8
Canned Beans,2023-02-18,226,11
Spaghetti,2022-06-09,83,14
Canned Tomatoes,2023-01-13,224,18
Rice,2022-04-29,114,13
Fanta,2023-01-01,103,17
Canned Soup,2022-02-19,117,12
Canned Soup,2022-08-13,90,13
Spaghetti,2023-12-27,76,0
Canned Peas,2023-10-28,300,9
Sprite,2022-07-18,179,20
Canned Pineapple,2022-02-14,227,19
Vodka,2022-12-17,294,18
Sprite,2023-02-27,234,15
Canned Olives,2022-02-09,273,20
Canned Olives,2022-01-22,161,18
Pepsi,2023-01-20,272,18
Canned Pineapple,2023-04-15,269,16
Canned Peas,2023-02-02,242,10
Whiskey,2022-03-05,81,13
Canned Mushrooms,2022-04-15,169,18
Canned Mushrooms,2023-06-01,27,7
Sprite,2023-01-13,40,15
Coca-Cola,2022-03-18,164,19
Canned Soup,2023-08-08,210,7
Canned Pineapple,2023-11-21,226,6
Canned Soup,2022-07-06,35,17
Spaghetti,2022-08-02,16,14
Canned Peas,2022-03-25,230,19
Canned Corn,2023-01-13,79,17
Pasta,2022-10-24,167,20
Canned Olives,2022-08-05,172,19
Spaghetti,2022-12-11,199,20
Canned Mushrooms,2023-08-07,87,0
Can of Tuna,2022-01-09,255,19
Nestea,2023-07-20,164,11
Canned Pineapple,2023-04-03,152,13
Nestea,2023-04-11,113,6
Vodka,2023-03-23,135,8
Canned Peas,2022-05-07,211,20
Canned Corn,2023-10-06,7,0
Sprite,2023-09-13,232,8
Coca-Cola,2023-01-01,31,17
Canned Peas,2022-07-01,98,13
Pasta,2022-11-22,154,19
Spaghetti,2023-10-18,71,0
Pepsi,2023-04-13,157,12
Canned Olives,2023-05-06,57,11
Canned Soup,2023-06-25,285,15
Can of Tuna,2022-10-08,18,16
Vodka,2023-12-22,124,0
Spaghetti,2023-06-24,296,12
Pasta,2022-12-14,114,13
Spaghetti,2022-09-11,258,19
Coca-Cola,2023-10-13,202,7
Canned Olives,2022-11-18,97,13
Canned Tomatoes,2023-04-02,192,11
Canned Beans,2022-05-30,52,12
Canned Mushrooms,2022-09-24,226,20
Canned Mushrooms,2023-03-09,216,14
Canned Tomatoes,2023-07-22,268,16
Canned Pineapple,2022-03-03,218,20
Canned Beans,2022-02-24,189,18
Spaghetti,2023-06-01,142,10
Spaghetti,2022-12-01,276,18
Canned Beans,2022-09-20,79,16
Canned Pineapple,2023-01-08,83,16
Spaghetti,2023-09-03,277,6
Sprite,2023-05-19,76,12
Fanta,2023-04-29,90,7
Fanta,2023-06-16,118,13
Pepsi,2022-10-28,78,12
Canned Mushrooms,2023-10-07,87,0
Canned Mushrooms,2022-09-07,227,20
Canned Olives,2023-04-15,85,13
Canned Peas,2023-07-14,43,12
Pepsi,2023-02-10,265,12
Canned Beans,2023-04-26,107,12
Rice,2023-03-22,38,10
Canned Beans,2022-08-10,188,19
Fanta,2023-06-14,264,13
Whiskey,2022-06-24,87,14
Canned Tomatoes,2023-10-04,271,9
Vodka,2023-05-15,154,12
Vodka,2023-07-03,70,12
Canned Tomatoes,2022-08-22,147,16
Spaghetti,2023-09-05,49,0
Pasta,2023-06-20,16,8
Can of Tuna,2023-07-29,272,16
Canned Olives,2022-02-03,288,18
Fanta,2022-04-19,7,12
Spaghetti,2022-01-22,153,18
Pasta,2023-05-03,182,10
Sprite,2022-03-20,288,19
Canned Corn,2022-07-13,178,20
Canned Soup,2022-08-02,235,18
Canned Soup,2023-12-29,145,0
Whiskey,2022-05-04,262,19
Whiskey,2022-02-22,195,20
Coca-Cola,2023-07-01,37,8
Spaghetti,2023-08-16,184,6
Canned Tomatoes,2022-06-23,18,17
Whiskey,2023-11-18,70,0
Sprite,2022-03-27,97,12
Sprite,2023-02-18,205,15
Can of Tuna,2022-04-30,220,18
Spaghetti,2023-10-02,181,8
Canned Tomatoes,2023-12-19,73,0
Coca-Cola,2023-08-15,76,0
Pasta,2022-08-07,290,18
Coca-Cola,2023-02-21,237,12
Sprite,2022-10-17,68,15
Canned Soup,2022-03-25,129,16
Pepsi,2023-09-05,60,0
Spaghetti,2022-01-21,154,20
Canned Soup,2022-01-07,117,13
Canned Soup,2022-02-09,65,12
Pepsi,2022-09-15,138,17
Rice,2022-01-23,238,18
Canned Mushrooms,2022-06-13,237,19
Canned Olives,2023-01-11,36,16
Rice,2022-11-12,50,14
Canned Corn,2022-06-28,183,20
Canned Olives,2023-01-27,261,20
Canned Corn,2023-09-09,27,0
Rum,2022-09-07,20,14
Canned Tomatoes,2023-06-25,177,13
Canned Tomatoes,2023-11-05,91,0
Whiskey,2023-11-28,100,0
Canned Pineapple,2023-12-28,18,0
Canned Pineapple,2023-05-11,168,11
Vodka,2022-11-22,128,16
Rice,2022-12-27,141,17
Coca-Cola,2023-05-15,187,14
Canned Olives,2023-11-20,195,7
Canned Soup,2022-07-26,30,16
Canned Corn,2022-05-03,161,18
Canned Corn,2022-05-09,41,17
Canned Corn,2022-05-31,62,13
Canned Peas,2022-11-19,274,19
Fanta,2022-05-30,31,13
Canned Olives,2023-03-19,31,9
Can of Tuna,2022-07-07,172,20
Sprite,2023-12-02,295,6
Canned Mushrooms,2022-12-18,179,20
Canned Corn,2023-03-27,253,13
Fanta,2022-03-15,57,12
Fanta,2022-09-15,101,12
Whiskey,2023-01-12,182,20
Canned Beans,2023-04-22,38,12
Canned Corn,2022-02-04,251,20
Canned Olives,2022-05-23,59,13
Can of Tuna,2023-06-22,209,15
Canned Pineapple,2022-02-11,56,17
Spaghetti,2023-08-13,100,0
Canned Soup,2022-02-13,250,19
Canned Corn,2023-04-16,52,7
Canned Corn,2023-03-05,1,8
Canned Pineapple,2023-08-12,195,6
Spaghetti,2023-09-13,110,0
Whiskey,2022-11-11,36,17
Rum,2022-01-17,215,20
Canned Peas,2022-09-23,57,15
Whiskey,2022-07-15,237,20
Spaghetti,2023-10-27,212,5
Canned Beans,2023-03-07,275,16
Pasta,2022-05-07,263,18
Coca-Cola,2022-01-01,203,18
Rum,2023-05-23,196,16
Canned Peas,2023-09-28,238,8
Vodka,2022-06-01,237,18
Rum,2023-11-12,43,0
Can of Tuna,2023-08-14,8,0
Vodka,2023-09-06,260,10
Spaghetti,2022-10-13,52,15
Pepsi,2022-01-03,248,18
Canned Mushrooms,2023-07-13,239,11
Canned Olives,2023-10-08,93,0
Sprite,2023-02-17,224,15
Canned Corn,2022-06-27,215,19
Canned Beans,2023-08-05,212,8
Canned Soup,2023-02-10,101,14
Spaghetti,2023-03-28,143,7
Sprite,2023-06-08,224,13
Canned Mushrooms,2023-05-31,262,10
Canned Corn,2022-11-23,57,15
Canned Peas,2022-12-12,170,19
Rum,2022-09-16,115,14
Pasta,2022-12-30,106,17
Sprite,2022-10-02,29,14
Spaghetti,2023-02-03,244,13
Nestea,2023-11-30,120,0
Canned Olives,2023-06-10,25,14
Vodka,2023-05-02,87,8
Sprite,2023-02-20,40,7
Canned Tomatoes,2022-09-17,200,18
Canned Tomatoes,2022-09-30,104,14
Pasta,2023-01-01,94,12
Pepsi,2023-05-07,172,13
Canned Corn,2023-04-07,266,13
Rum,2022-12-30,49,12
Canned Tomatoes,2023-01-15,199,18
Can of Tuna,2022-03-13,190,19
Spaghetti,2022-05-25,150,16
Canned Tomatoes,2023-09-16,189,7
Canned Corn,2023-09-29,163,8
Canned Tomatoes,2022-11-18,184,18
Sprite,2023-07-13,143,8
Whiskey,2022-07-23,114,13
Coca-Cola,2023-08-15,130,0
Canned Beans,2023-09-05,61,0
Canned Mushrooms,2022-07-18,285,18
Canned Peas,2022-04-21,96,14
Canned Beans,2023-09-01,158,5
Spaghetti,2022-03-28,66,13
Canned Peas,2023-03-25,70,7
Sprite,2022-05-24,103,16
Whiskey,2022-07-02,220,19
Coca-Cola,2023-03-01,23,7
Sprite,2022-01-30,250,20
Canned Pineapple,2022-11-09,61,15
Vodka,2023-12-25,24,0
Canned Beans,2022-01-24,260,20
Canned Pineapple,2023-11-21,162,7
Rum,2023-10-29,39,0
Canned Tomatoes,2022-07-22,197,18
Vodka,2022-09-30,60,15
Coca-Cola,2023-03-28,239,11
Sprite,2022-03-05,154,18
Can of Tuna,2023-12-08,293,6
Can of Tuna,2023-01-16,90,13
Rum,2022-06-22,52,15
Canned Mushrooms,2022-07-04,231,19
Pasta,2023-10-23,31,0
Fanta,2023-01-17,195,20
Coca-Cola,2022-11-12,233,20
Rum,2023-06-09,52,14
Canned Mushrooms,2023-09-10,74,0
Canned Tomatoes,2023-09-01,78,0
Canned Mushrooms,2022-12-21,285,18
Whiskey,2022-10-30,179,18
Canned Peas,2022-04-26,27,14
Canned Pineapple,2022-10-14,217,18
Spaghetti,2023-06-03,261,15
Nestea,2023-06-08,277,15
Canned Beans,2023-11-24,14,0
Canned Soup,2022-07-12,207,19
Vodka,2023-02-21,204,10
Canned Olives,2023-08-25,299,8
Canned Corn,2022-07-10,21,16
Pasta,2023-12-14,36,0
Nestea,2023-10-22,297,9
Sprite,2022-02-18,18,12
Pepsi,2022-04-27,213,20
Pasta,2023-01-12,271,18
Canned Olives,2023-07-04,25,11
Rum,2022-08-24,48,13
Whiskey,2024-01-01,289,10
Canned Peas,2022-12-06,138,17
Sprite,2022-09-24,246,19
Rum,2022-10-24,129,14
Canned Soup,2023-05-15,181,12
Rum,2023-06-24,50,9
Whiskey,2022-05-28,65,13
Vodka,2023-09-09,99,0
Whiskey,2023-02-19,215,12
Can of Tuna,2022-02-07,107,12
Canned Peas,2022-06-14,156,20
Pasta,2022-01-24,91,17
Canned Mushrooms,2023-02-20,8,10
Pepsi,2023-11-12,143,0
Can of Tuna,2022-01-20,131,17
Pepsi,2022-10-29,281,18
Vodka,2023-06-30,134,8
Coca-Cola,2023-12-25,25,0
Sprite,2023-10-31,47,0
Canned Tomatoes,2023-09-14,88,0
Canned Beans,2022-08-17,290,19
Vodka,2023-06-05,79,7
Whiskey,2023-01-17,219,20
Canned Soup,2023-12-13,17,0
Vodka,2022-11-11,126,15
Fanta,2023-10-07,1,0
Sprite,2022-02-01,253,18
Canned Soup,2023-07-26,209,11
Canned Olives,2023-12-08,231,9
Canned Beans,2022-08-21,109,16
Canned Mushrooms,2023-04-20,89,6
Canned Peas,2022-10-19,152,18
Pasta,2023-03-10,159,13
Canned Pineapple,2022-10-11,201,20
Canned Tomatoes,2023-02-04,21,13
Pepsi,2023-01-17,111,12
Canned Pineapple,2022-01-27,283,18
Canned Olives,2023-10-26,129,0
Pepsi,2022-03-14,250,18
Pasta,2022-07-05,181,20
Fanta,2022-06-22,120,15
Fanta,2022-09-04,224,20
Pepsi,2022-02-25,132,13
Canned Olives,2022-04-24,267,19
Canned Corn,2023-03-16,160,12
Canned Pineapple,2023-07-05,81,6
Spaghetti,2022-12-09,167,19
Rice,2023-12-21,34,0
Pepsi,2023-10-28,269,5
Canned Pineapple,2023-07-16,72,9
Fanta,2022-12-10,53,15
Rice,2023-12-15,98,0
Coca-Cola,2023-06-10,57,9
Canned Tomatoes,2022-02-06,262,20
Vodka,2023-11-25,68,0
Spaghetti,2023-12-05,103,0
Canned Beans,2022-07-15,98,16
Pepsi,2022-02-23,281,19
Rice,2022-09-22,42,13
Pasta,2023-12-14,297,8
Vodka,2022-03-10,197,19
Whiskey,2023-01-11,146,17
Canned Beans,2023-09-24,233,7
Canned Pineapple,2023-08-05,251,6
Canned Corn,2022-10-05,134,12
Fanta,2023-06-24,68,8
Canned Tomatoes,2022-01-28,135,14
Canned Peas,2022-03-07,107,16
Sprite,2022-10-31,30,16
Nestea,2022-11-19,266,20
Coca-Cola,2023-06-15,225,15
Whiskey,2023-12-14,4,0
Vodka,2022-04-23,60,13
Canned Corn,2023-03-27,152,16
Canned Mushrooms,2023-01-06,261,20
Canned Corn,2022-05-14,271,20
Whiskey,2023-07-28,50,8
Vodka,2022-09-07,7,17
Canned Tomatoes,2022-04-27,4,17
Canned Tomatoes,2022-10-31,149,15
Canned Beans,2022-09-26,104,12
Coca-Cola,2023-08-24,39,0
Pasta,2022-04-13,16,16
Whiskey,2023-01-10,77,17
Canned Beans,2023-10-21,234,5
Canned Beans,2022-01-28,119,15
Rum,2022-10-28,268,18
Vodka,2022-01-30,173,18
Canned Olives,2022-11-26,30,15
Coca-Cola,2023-08-01,48,0
Rice,2022-02-12,98,16
Canned Olives,2023-01-22,234,20
Canned Olives,2023-01-25,288,20
Vodka,2022-04-05,87,12
Nestea,2022-07-27,285,19
Sprite,2022-12-31,3,13
Fanta,2022-08-12,132,16
Canned Beans,2022-05-24,278,19
Canned Pineapple,2022-04-06,236,20
Coca-Cola,2023-06-24,46,13
Whiskey,2022-03-16,193,20
Coca-Cola,2023-12-09,108,0
Coca-Cola,2023-04-06,219,16
Fanta,2022-05-08,286,19
Canned Tomatoes,2022-06-24,9,14
Coca-Cola,2022-08-28,77,13
Canned Mushrooms,2023-10-12,50,0
Canned Beans,2023-05-10,136,13
Pepsi,2022-09-24,174,18
Canned Beans,2023-01-19,230,18
Whiskey,2022-10-15,126,12
Pasta,2022-01-17,221,20
Can of Tuna,2023-02-04,104,14
Canned Pineapple,2022-01-19,216,20
Pepsi,2022-07-24,93,14
Canned Mushrooms,2023-07-09,142,13
Rice,2022-02-27,201,20
Spaghetti,2022-07-29,119,12
Vodka,2023-11-09,166,7
Canned Tomatoes,2022-08-01,142,12
Canned Pineapple,2023-01-09,256,18
Canned Beans,2023-08-11,4,0
Pepsi,2023-04-15,11,6
Can of Tuna,2023-09-02,38,0
Vodka,2022-04-09,255,20
Canned Pineapple,2022-04-17,72,13
Canned Tomatoes,2023-09-28,220,6
Rice,2023-10-22,86,0
Nestea,2022-04-11,67,14
Canned Tomatoes,2022-11-08,173,18
Canned Corn,2023-04-20,139,14
Nestea,2023-05-03,69,6
Spaghetti,2023-03-16,284,11
Canned Olives,2022-12-02,78,16
Canned Tomatoes,2022-12-24,49,13
Whiskey,2023-07-04,212,14
Rice,2023-06-01,196,14
Fanta,2023-11-15,294,8
Canned Corn,2023-12-29,292,9
Canned Pineapple,2022-03-08,131,14
Rum,2023-02-07,239,13
Coca-Cola,2023-09-10,209,5
Canned Olives,2023-12-27,206,7
Canned Soup,2023-06-10,235,14
Canned Tomatoes,2023-11-15,98,0
Can of Tuna,2022-12-28,259,18
Canned Mushrooms,2022-02-20,93,16
Pepsi,2023-09-11,207,6
Canned Soup,2023-06-04,226,15
Canned Pineapple,2023-03-15,34,8
Canned Pineapple,2023-03-12,75,10
Whiskey,2022-10-17,278,18
Canned Mushrooms,2023-02-03,258,10
Sprite,2022-11-30,166,20
Canned Soup,2023-07-13,78,8
Nestea,2023-09-09,41,0
Canned Soup,2022-07-13,188,18
Whiskey,2022-10-02,88,14
Rice,2023-02-02,40,12
Coca-Cola,2023-11-05,75,0
Canned Pineapple,2022-09-28,97,17
Nestea,2023-09-03,36,0
Rice,2022-02-12,152,20
Canned Mushrooms,2022-04-11,132,12
Canned Peas,2023-10-14,49,0
Canned Peas,2022-02-09,289,20
Nestea,2023-12-26,97,0
Canned Tomatoes,2022-02-04,196,19
Canned Beans,2022-06-15,89,14
Sprite,2023-10-31,260,10
Canned Corn,2023-12-02,174,8
Canned Pineapple,2023-04-26,87,11
Canned Pineapple,2022-09-11,267,19
Canned Beans,2022-11-15,33,13
Rice,2022-01-29,285,20
Can of Tuna,2022-09-26,17,17
Sprite,2023-07-20,132,13
Canned Soup,2023-10-18,93,0
Whiskey,2022-11-11,196,18
Canned Soup,2022-09-11,121,13
Canned Soup,2022-03-26,156,18
Canned Tomatoes,2023-05-03,190,16
Sprite,2022-08-04,125,17
Canned Soup,2023-09-07,27,0
Canned Corn,2023-09-15,281,5
Pepsi,2023-04-16,123,10
Can of Tuna,2022-08-27,144,14
Nestea,2023-05-05,254,15
Pepsi,2023-04-05,172,10
Canned Olives,2022-02-02,210,18
Fanta,2022-06-27,138,15
Can of Tuna,2023-10-03,174,10
Canned Tomatoes,2023-03-02,94,13
Rice,2023-09-21,40,0
Nestea,2022-01-31,62,14
Canned Mushrooms,2023-03-07,57,9
Canned Beans,2022-06-06,34,15
Canned Pineapple,2022-09-04,230,18
Canned Mushrooms,2022-02-21,250,19
Pasta,2022-04-20,287,19
Spaghetti,2022-07-04,298,18
Canned Pineapple,2023-04-22,149,11
Coca-Cola,2023-09-25,238,9
Spaghetti,2023-11-15,212,8
Nestea,2023-09-06,204,6
Fanta,2022-09-26,59,14
Whiskey,2023-08-04,239,10
Rice,2023-03-02,277,11
Canned Olives,2022-12-03,48,12
Canned Olives,2023-01-10,284,18
Canned Pineapple,2022-08-23,262,18
Canned Pineapple,2023-02-22,211,11
Can of Tuna,2023-04-11,185,12
Coca-Cola,2022-05-12,265,20
Rum,2022-10-13,151,18
Canned Corn,2023-11-06,141,0
Pasta,2022-11-07,250,19
Canned Corn,2022-11-27,274,19
Pasta,2023-01-03,26,15
Can of Tuna,2022-11-30,276,19
Spaghetti,2022-01-29,163,19
Sprite,2022-01-09,56,17
Canned Beans,2023-03-18,125,9
Canned Mushrooms,2023-01-09,242,18
Canned Tomatoes,2022-03-04,167,19
Sprite,2023-01-16,86,14
Rum,2023-05-29,191,11
Pasta,2023-05-25,226,14
Canned Soup,2022-12-17,74,15
Fanta,2022-06-13,159,18
Rum,2023-03-26,200,11
Canned Soup,2023-11-28,33,0
Rum,2022-01-16,66,17
Can of Tuna,2022-04-28,94,12
Fanta,2023-05-02,89,10
Nestea,2022-04-16,56,15
Rum,2022-04-28,50,14
Coca-Cola,2023-05-29,19,13
Canned Olives,2022-01-02,32,14
Spaghetti,2022-11-26,263,20
Canned Soup,2023-11-12,277,10
Canned Beans,2023-09-10,18,0
Canned Beans,2022-01-08,129,15
Rum,2022-03-22,15,17
Canned Soup,2022-03-01,52,17
Canned Tomatoes,2023-11-22,238,9
Canned Peas,2022-02-01,207,18
Spaghetti,2022-04-20,29,14
Rum,2022-11-28,68,17
Canned Mushrooms,2022-11-06,33,13
Spaghetti,2022-06-08,30,17
Pepsi,2022-05-14,227,19
Canned Soup,2022-11-26,140,17
Spaghetti,2023-05-13,23,7
Fanta,2022-12-29,107,14
Canned Corn,2022-04-17,106,14
Rum,2023-11-28,179,6
Canned Peas,2023-09-01,277,5
Spaghetti,2023-06-10,234,14
Canned Beans,2023-04-23,239,12
Fanta,2023-10-31,63,0
Canned Tomatoes,2022-10-07,139,14
Canned Olives,2023-04-28,256,15
Vodka,2023-01-22,255,19
Canned Corn,2023-03-19,179,16
Can of Tuna,2023-05-23,252,16
Canned Olives,2022-11-13,112,17
Coca-Cola,2023-04-04,131,12
Rice,2022-02-10,95,13
Spaghetti,2023-06-23,263,15
Vodka,2023-04-16,257,12
Canned Pineapple,2022-12-15,186,18
Canned Peas,2023-04-20,299,13
Sprite,2022-12-04,226,19
Spaghetti,2022-08-03,94,14
Canned Pineapple,2022-10-18,253,18
Canned Beans,2022-08-13,63,14
Spaghetti,2023-11-25,75,0
Sprite,2023-09-04,193,8
Canned Pineapple,2023-10-29,255,8
Canned Peas,2022-12-26,188,20
Whiskey,2023-03-16,139,9
Coca-Cola,2022-03-15,185,19
Canned Beans,2023-06-05,233,15
Canned Pineapple,2022-04-15,2,14
Canned Peas,2022-06-17,109,14
Canned Pineapple,2023-03-02,64,10
Canned Pineapple,2022-02-21,299,20
Canned Pineapple,2022-11-11,244,19
Canned Peas,2022-12-03,132,14
Canned Mushrooms,2022-03-02,22,17
Spaghetti,2022-09-28,107,16
Canned Mushrooms,2023-07-09,175,11
Canned Pineapple,2023-01-12,133,14
Nestea,2023-02-20,300,10
Vodka,2022-06-15,188,18
Canned Olives,2023-01-21,281,19
Nestea,2022-10-31,185,18
Rum,2022-02-19,120,12
Sprite,2023-11-24,36,0
Rice,2023-01-04,7,17
Canned Soup,2022-12-06,77,17
Coca-Cola,2022-06-14,194,18
Canned Pineapple,2022-08-03,290,18
Canned Pineapple,2022-10-01,164,19
Canned Pineapple,2022-12-05,237,20
Nestea,2022-01-01,276,19
Canned Mushrooms,2022-02-21,184,18
Rum,2022-04-11,294,20
Canned Olives,2022-12-29,275,18
Canned Pineapple,2022-07-18,276,20
Canned Tomatoes,2022-03-31,233,20
Coca-Cola,2022-01-09,97,15
Spaghetti,2023-04-29,1,12
Spaghetti,2023-07-07,117,14
Rice,2022-01-10,280,18
Spaghetti,2023-07-28,297,12
Canned Mushrooms,2022-11-22,109,17
Canned Mushrooms,2022-06-19,196,20
Canned Soup,2022-03-18,282,19
Rum,2022-02-07,282,18
Canned Soup,2023-02-18,174,15
Canned Pineapple,2023-04-29,289,11
Canned Beans,2023-04-14,180,10
Canned Olives,2023-04-20,26,7
Canned Olives,2023-11-22,145,0
Spaghetti,2023-03-13,187,11
Canned Olives,2023-07-19,44,10
Coca-Cola,2023-07-05,273,12
Can of Tuna,2023-02-24,44,14
Spaghetti,2023-08-19,292,6
Canned Tomatoes,2023-11-12,258,5
Canned Beans,2023-02-24,168,15
Whiskey,2023-05-22,134,9
Canned Soup,2022-11-09,201,18
Can of Tuna,2023-08-15,95,0
Whiskey,2022-03-19,198,18
Whiskey,2023-02-05,296,14
