Product,Category,Quantity,Manufactury Date,Expiry Date,Quantity Sold Last 30 Days,Discount
Milk,Dairy,83,2024-07-22,2024-08-01,29,30
Fish,Seafood,75,2024-07-19,2024-07-23,32,36
Shrimp,Seafood,21,2024-07-12,2024-07-18,48,12
Tomato,Vegetables,66,2024-07-18,2024-07-31,38,19
Beef,Meat,32,2024-07-12,2024-07-19,34,13
Butter,Dairy,71,2024-07-16,2024-08-15,28,34
Chicken,Meat,92,2024-07-20,2024-07-25,39,45
Potato,Vegetables,13,2024-07-13,2024-07-21,46,14
Apple,Fruits,96,2024-07-22,2024-08-06,18,26
Yogurt,Dairy,46,2024-07-15,2024-07-27,10,42
Butter,Dairy,33,2024-07-23,2024-08-22,28,12
Chicken,Meat,38,2024-07-15,2024-07-20,39,12
Banana,Fruits,80,2024-07-16,2024-07-23,16,45
Fish,Seafood,70,2024-07-12,2024-07-16,32,35
Shrimp,Seafood,64,2024-07-11,2024-07-17,48,12
Milk,Dairy,46,2024-07-23,2024-08-02,29,9
Bread,Bakery,63,2024-07-16,2024-07-19,25,44
Potato,Vegetables,46,2024-07-17,2024-07-25,46,13
Bread,Bakery,21,2024-07-21,2024-07-24,25,10
Beef,Meat,86,2024-07-23,2024-07-30,34,43
Potato,Vegetables,16,2024-07-15,2024-07-23,46,14
Soda,Beverages,14,2024-07-13,2024-10-11,18,0
Chips,Snacks,62,2024-07-10,2024-12-07,14,1
Potato,Vegetables,27,2024-07-17,2024-07-25,46,10
Yogurt,Dairy,60,2024-07-11,2024-07-23,10,48
Banana,Fruits,46,2024-07-12,2024-07-19,16,48
Cookies,Snacks,89,2024-07-22,2024-11-19,0,7
Chicken,Meat,12,2024-07-13,2024-07-18,39,14
Chips,Snacks,13,2024-07-21,2024-12-18,14,0
Yogurt,Dairy,23,2024-07-12,2024-07-24,10,43
Chicken,Meat,46,2024-07-14,2024-07-19,39,16
Cookies,Snacks,86,2024-07-12,2024-11-09,0,0
Orange,Fruits,96,2024-07-16,2024-08-05,42,33
Fish,Seafood,30,2024-07-18,2024-07-22,32,14
Milk,Dairy,34,2024-07-20,2024-07-30,29,18
Soda,Beverages,15,2024-07-19,2024-10-17,18,0
Carrot,Vegetables,36,2024-07-10,2024-07-20,25,12
Orange,Fruits,39,2024-07-23,2024-08-12,42,11
Tomato,Vegetables,81,2024-07-15,2024-07-28,38,34
Beef,Meat,18,2024-07-22,2024-07-29,34,15
Spinach,Vegetables,13,2024-07-11,2024-07-19,16,12
Shrimp,Seafood,42,2024-07-15,2024-07-21,48,13
Broccoli,Vegetables,44,2024-07-15,2024-07-27,31,17
Bread,Bakery,82,2024-07-13,2024-07-16,25,42
Milk,Dairy,63,2024-07-14,2024-07-24,29,47
Chicken,Meat,28,2024-07-19,2024-07-24,39,16
Orange,Fruits,15,2024-07-16,2024-08-05,42,10
Butter,Dairy,29,2024-07-20,2024-08-19,28,13
Carrot,Vegetables,63,2024-07-11,2024-07-21,25,37
Fish,Seafood,36,2024-07-22,2024-07-26,32,11
Soda,Beverages,92,2024-07-20,2024-10-18,18,0
Bread,Bakery,83,2024-07-11,2024-07-14,25,47
Potato,Vegetables,86,2024-07-12,2024-07-20,46,13
Tomato,Vegetables,58,2024-07-23,2024-08-05,38,6
Shrimp,Seafood,91,2024-07-20,2024-07-26,48,17
Beef,Meat,65,2024-07-11,2024-07-18,34,18
Broccoli,Vegetables,70,2024-07-12,2024-07-24,31,30
Tomato,Vegetables,38,2024-07-23,2024-08-05,38,12
Cookies,Snacks,90,2024-07-15,2024-11-12,0,3
Fish,Seafood,64,2024-07-21,2024-07-25,32,13
Juice,Beverages,61,2024-07-15,2024-09-13,3,7
Beef,Meat,50,2024-07-17,2024-07-24,34,18
Chicken,Meat,14,2024-07-21,2024-07-26,39,10
Apple,Fruits,32,2024-07-13,2024-07-28,18,19
Milk,Dairy,92,2024-07-12,2024-07-22,29,31
Fish,Seafood,68,2024-07-12,2024-07-16,32,46
Shrimp,Seafood,93,2024-07-12,2024-07-18,48,12
Orange,Fruits,32,2024-07-21,2024-08-10,42,7
Broccoli,Vegetables,14,2024-07-11,2024-07-23,31,13
Orange,Fruits,60,2024-07-18,2024-08-07,42,12
Apple,Fruits,85,2024-07-18,2024-08-02,18,28
Shrimp,Seafood,84,2024-07-19,2024-07-25,48,18
Carrot,Vegetables,57,2024-07-17,2024-07-27,25,44
Soda,Beverages,86,2024-07-22,2024-10-20,18,2
Spinach,Vegetables,45,2024-07-15,2024-07-23,16,39
Tomato,Vegetables,41,2024-07-16,2024-07-29,38,18
Spinach,Vegetables,70,2024-07-13,2024-07-21,16,38
Shrimp,Seafood,40,2024-07-17,2024-07-23,48,12
Cookies,Snacks,13,2024-07-13,2024-11-10,0,1
Juice,Beverages,37,2024-07-22,2024-09-20,3,0
Fish,Seafood,30,2024-07-23,2024-07-27,32,19
Juice,Beverages,45,2024-07-14,2024-09-12,3,7
Chips,Snacks,66,2024-07-12,2024-12-09,14,8
Broccoli,Vegetables,44,2024-07-11,2024-07-23,31,19
Cookies,Snacks,47,2024-07-20,2024-11-17,0,6
Orange,Fruits,20,2024-07-22,2024-08-11,42,7
Shrimp,Seafood,19,2024-07-20,2024-07-26,48,13
Potato,Vegetables,39,2024-07-20,2024-07-28,46,16
Soda,Beverages,78,2024-07-17,2024-10-15,18,5
Tomato,Vegetables,44,2024-07-21,2024-08-03,38,11
Bread,Bakery,37,2024-07-21,2024-07-24,25,14
Broccoli,Vegetables,99,2024-07-23,2024-08-04,31,33
Apple,Fruits,55,2024-07-14,2024-07-29,18,46
Shrimp,Seafood,29,2024-07-21,2024-07-27,48,11
Butter,Dairy,42,2024-07-10,2024-08-09,28,14
Potato,Vegetables,72,2024-07-19,2024-07-27,46,16
Shrimp,Seafood,13,2024-07-10,2024-07-16,48,17
Banana,Fruits,76,2024-07-11,2024-07-18,16,37
Beef,Meat,17,2024-07-11,2024-07-18,34,17
Potato,Vegetables,46,2024-07-13,2024-07-21,46,10
Potato,Vegetables,46,2024-07-16,2024-07-24,46,16
Chicken,Meat,70,2024-07-14,2024-07-19,39,15
Banana,Fruits,38,2024-07-12,2024-07-19,16,48
Banana,Fruits,46,2024-07-18,2024-07-25,16,39
Fish,Seafood,16,2024-07-17,2024-07-21,32,19
Chips,Snacks,81,2024-07-15,2024-12-12,14,5
Carrot,Vegetables,67,2024-07-10,2024-07-20,25,35
Banana,Fruits,22,2024-07-23,2024-07-30,16,18
Banana,Fruits,56,2024-07-13,2024-07-20,16,42
Tomato,Vegetables,10,2024-07-12,2024-07-25,38,12
Beef,Meat,60,2024-07-17,2024-07-24,34,10
Orange,Fruits,76,2024-07-16,2024-08-05,42,14
Potato,Vegetables,36,2024-07-12,2024-07-20,46,18
Beef,Meat,66,2024-07-18,2024-07-25,34,16
Spinach,Vegetables,85,2024-07-17,2024-07-25,16,41
Cookies,Snacks,56,2024-07-15,2024-11-12,0,2
Potato,Vegetables,10,2024-07-12,2024-07-20,46,17
Broccoli,Vegetables,11,2024-07-16,2024-07-28,31,15
Banana,Fruits,30,2024-07-10,2024-07-17,16,17
Yogurt,Dairy,55,2024-07-14,2024-07-26,10,35
Juice,Beverages,94,2024-07-13,2024-09-11,3,0
Carrot,Vegetables,87,2024-07-21,2024-07-31,25,36
Juice,Beverages,24,2024-07-19,2024-09-17,3,6
Tomato,Vegetables,47,2024-07-23,2024-08-05,38,8
Potato,Vegetables,55,2024-07-13,2024-07-21,46,12
Apple,Fruits,90,2024-07-22,2024-08-06,18,20
Cookies,Snacks,47,2024-07-22,2024-11-19,0,0
Apple,Fruits,27,2024-07-17,2024-08-01,18,11
Apple,Fruits,20,2024-07-21,2024-08-05,18,8
Potato,Vegetables,39,2024-07-11,2024-07-19,46,15
Spinach,Vegetables,53,2024-07-17,2024-07-25,16,33
Butter,Dairy,40,2024-07-15,2024-08-14,28,9
Yogurt,Dairy,11,2024-07-18,2024-07-30,10,10
Tomato,Vegetables,32,2024-07-19,2024-08-01,38,18
Chicken,Meat,44,2024-07-16,2024-07-21,39,11
Tomato,Vegetables,39,2024-07-21,2024-08-03,38,13
Banana,Fruits,49,2024-07-13,2024-07-20,16,30
Broccoli,Vegetables,92,2024-07-10,2024-07-22,31,47
Potato,Vegetables,98,2024-07-23,2024-07-31,46,42
Apple,Fruits,49,2024-07-17,2024-08-01,18,38
Orange,Fruits,72,2024-07-23,2024-08-12,42,11
Banana,Fruits,45,2024-07-23,2024-07-30,16,44
Beef,Meat,63,2024-07-23,2024-07-30,34,15
Carrot,Vegetables,17,2024-07-11,2024-07-21,25,17
Chicken,Meat,97,2024-07-14,2024-07-19,39,46
Yogurt,Dairy,49,2024-07-18,2024-07-30,10,43
Banana,Fruits,91,2024-07-10,2024-07-17,16,43
Fish,Seafood,90,2024-07-14,2024-07-18,32,37
Juice,Beverages,81,2024-07-12,2024-09-10,3,4
Potato,Vegetables,67,2024-07-20,2024-07-28,46,17
Soda,Beverages,64,2024-07-21,2024-10-19,18,5
Cookies,Snacks,33,2024-07-16,2024-11-13,0,8
Soda,Beverages,34,2024-07-19,2024-10-17,18,0
Yogurt,Dairy,72,2024-07-18,2024-07-30,10,37
Apple,Fruits,66,2024-07-19,2024-08-03,18,25
Spinach,Vegetables,68,2024-07-11,2024-07-19,16,34
Carrot,Vegetables,76,2024-07-16,2024-07-26,25,46
Chicken,Meat,85,2024-07-10,2024-07-15,39,45
Tomato,Vegetables,18,2024-07-14,2024-07-27,38,12
Yogurt,Dairy,62,2024-07-15,2024-07-27,10,46
Spinach,Vegetables,26,2024-07-14,2024-07-22,16,16
Fish,Seafood,20,2024-07-10,2024-07-14,32,18
Yogurt,Dairy,60,2024-07-16,2024-07-28,10,39
Bread,Bakery,69,2024-07-15,2024-07-18,25,46
Banana,Fruits,92,2024-07-13,2024-07-20,16,46
Butter,Dairy,75,2024-07-20,2024-08-19,28,20
Carrot,Vegetables,52,2024-07-14,2024-07-24,25,37
Butter,Dairy,69,2024-07-21,2024-08-20,28,30
Banana,Fruits,94,2024-07-20,2024-07-27,16,30
Fish,Seafood,43,2024-07-20,2024-07-24,32,15
Broccoli,Vegetables,98,2024-07-14,2024-07-26,31,39
Fish,Seafood,37,2024-07-23,2024-07-27,32,16
Soda,Beverages,93,2024-07-11,2024-10-09,18,9
Spinach,Vegetables,52,2024-07-15,2024-07-23,16,46
Shrimp,Seafood,25,2024-07-21,2024-07-27,48,12
Beef,Meat,39,2024-07-22,2024-07-29,34,11
Beef,Meat,81,2024-07-13,2024-07-20,34,32
Chips,Snacks,64,2024-07-10,2024-12-07,14,4
Chips,Snacks,99,2024-07-12,2024-12-09,14,3
Juice,Beverages,42,2024-07-14,2024-09-12,3,9
Milk,Dairy,13,2024-07-11,2024-07-21,29,18
Yogurt,Dairy,83,2024-07-21,2024-08-02,10,22
Juice,Beverages,57,2024-07-11,2024-09-09,3,6
Shrimp,Seafood,16,2024-07-21,2024-07-27,48,16
Beef,Meat,31,2024-07-20,2024-07-27,34,17
Beef,Meat,25,2024-07-16,2024-07-23,34,12
Spinach,Vegetables,65,2024-07-21,2024-07-29,16,35
Orange,Fruits,69,2024-07-17,2024-08-06,42,9
Tomato,Vegetables,80,2024-07-17,2024-07-30,38,30
Chips,Snacks,40,2024-07-12,2024-12-09,14,6
Banana,Fruits,89,2024-07-22,2024-07-29,16,33
Shrimp,Seafood,19,2024-07-13,2024-07-19,48,18
Bread,Bakery,56,2024-07-11,2024-07-14,25,46
Bread,Bakery,47,2024-07-12,2024-07-15,25,19
Bread,Bakery,28,2024-07-18,2024-07-21,25,14
Cookies,Snacks,18,2024-07-14,2024-11-11,0,8
Orange,Fruits,80,2024-07-22,2024-08-11,42,7
Juice,Beverages,77,2024-07-13,2024-09-11,3,9
Orange,Fruits,43,2024-07-18,2024-08-07,42,6
Shrimp,Seafood,51,2024-07-13,2024-07-19,48,10
Broccoli,Vegetables,59,2024-07-20,2024-08-01,31,19
Juice,Beverages,76,2024-07-22,2024-09-20,3,0
Shrimp,Seafood,57,2024-07-20,2024-07-26,48,18
Potato,Vegetables,20,2024-07-21,2024-07-29,46,15
Cookies,Snacks,77,2024-07-17,2024-11-14,0,8
Spinach,Vegetables,20,2024-07-10,2024-07-18,16,11
Tomato,Vegetables,54,2024-07-10,2024-07-23,38,13
Chicken,Meat,31,2024-07-21,2024-07-26,39,16
Bread,Bakery,30,2024-07-17,2024-07-20,25,15
Shrimp,Seafood,27,2024-07-18,2024-07-24,48,17
Chips,Snacks,37,2024-07-12,2024-12-09,14,0
Tomato,Vegetables,97,2024-07-21,2024-08-03,38,27
Soda,Beverages,30,2024-07-21,2024-10-19,18,0
Banana,Fruits,94,2024-07-11,2024-07-18,16,41
Juice,Beverages,17,2024-07-20,2024-09-18,3,3
Fish,Seafood,15,2024-07-20,2024-07-24,32,14
Beef,Meat,25,2024-07-23,2024-07-30,34,17
Soda,Beverages,69,2024-07-19,2024-10-17,18,0
Fish,Seafood,25,2024-07-21,2024-07-25,32,14
Banana,Fruits,85,2024-07-14,2024-07-21,16,34
Yogurt,Dairy,66,2024-07-12,2024-07-24,10,40
Shrimp,Seafood,25,2024-07-22,2024-07-28,48,12
Chicken,Meat,62,2024-07-23,2024-07-28,39,17
Apple,Fruits,64,2024-07-13,2024-07-28,18,47
Butter,Dairy,44,2024-07-18,2024-08-17,28,5
Banana,Fruits,72,2024-07-22,2024-07-29,16,38
Potato,Vegetables,85,2024-07-17,2024-07-25,46,10
Orange,Fruits,31,2024-07-21,2024-08-10,42,11
Broccoli,Vegetables,20,2024-07-18,2024-07-30,31,19
Banana,Fruits,68,2024-07-22,2024-07-29,16,43
Chicken,Meat,11,2024-07-17,2024-07-22,39,18
Broccoli,Vegetables,77,2024-07-16,2024-07-28,31,48
Yogurt,Dairy,26,2024-07-19,2024-07-31,10,47
Juice,Beverages,22,2024-07-22,2024-09-20,3,0
Yogurt,Dairy,83,2024-07-18,2024-07-30,10,44
Fish,Seafood,55,2024-07-16,2024-07-20,32,18
Milk,Dairy,75,2024-07-11,2024-07-21,29,31
Spinach,Vegetables,27,2024-07-20,2024-07-28,16,13
Bread,Bakery,20,2024-07-18,2024-07-21,25,15
Cookies,Snacks,13,2024-07-21,2024-11-18,0,4
Potato,Vegetables,40,2024-07-19,2024-07-27,46,10
Cookies,Snacks,46,2024-07-14,2024-11-11,0,4
Cookies,Snacks,32,2024-07-13,2024-11-10,0,4
Chicken,Meat,20,2024-07-12,2024-07-17,39,18
Carrot,Vegetables,29,2024-07-13,2024-07-23,25,18
Spinach,Vegetables,23,2024-07-19,2024-07-27,16,12
Yogurt,Dairy,20,2024-07-22,2024-08-03,10,14
Milk,Dairy,73,2024-07-19,2024-07-29,29,34
Chips,Snacks,48,2024-07-19,2024-12-16,14,9
Spinach,Vegetables,31,2024-07-12,2024-07-20,16,11
Orange,Fruits,52,2024-07-14,2024-08-03,42,14
Bread,Bakery,90,2024-07-12,2024-07-15,25,37
Bread,Bakery,45,2024-07-23,2024-07-26,25,18
Shrimp,Seafood,21,2024-07-15,2024-07-21,48,11
Yogurt,Dairy,38,2024-07-18,2024-07-30,10,30
Fish,Seafood,74,2024-07-20,2024-07-24,32,45
Potato,Vegetables,25,2024-07-12,2024-07-20,46,15
Fish,Seafood,31,2024-07-21,2024-07-25,32,11
Spinach,Vegetables,79,2024-07-18,2024-07-26,16,46
Chips,Snacks,58,2024-07-15,2024-12-12,14,3
Tomato,Vegetables,44,2024-07-14,2024-07-27,38,15
Bread,Bakery,72,2024-07-22,2024-07-25,25,39
Spinach,Vegetables,12,2024-07-20,2024-07-28,16,17
Carrot,Vegetables,27,2024-07-22,2024-08-01,25,15
Butter,Dairy,73,2024-07-22,2024-08-21,28,23
Bread,Bakery,49,2024-07-18,2024-07-21,25,14
Banana,Fruits,41,2024-07-20,2024-07-27,16,37
Butter,Dairy,50,2024-07-15,2024-08-14,28,7
Juice,Beverages,15,2024-07-16,2024-09-14,3,3
Tomato,Vegetables,94,2024-07-18,2024-07-31,38,44
Shrimp,Seafood,34,2024-07-14,2024-07-20,48,18
Spinach,Vegetables,86,2024-07-14,2024-07-22,16,48
Carrot,Vegetables,50,2024-07-12,2024-07-22,25,16
Broccoli,Vegetables,22,2024-07-22,2024-08-03,31,7
Carrot,Vegetables,50,2024-07-19,2024-07-29,25,15
Milk,Dairy,38,2024-07-13,2024-07-23,29,15
Juice,Beverages,30,2024-07-14,2024-09-12,3,3
Broccoli,Vegetables,96,2024-07-20,2024-08-01,31,40
Carrot,Vegetables,22,2024-07-21,2024-07-31,25,19
Bread,Bakery,62,2024-07-23,2024-07-26,25,44
Fish,Seafood,35,2024-07-10,2024-07-14,32,14
Fish,Seafood,59,2024-07-11,2024-07-15,32,11
Broccoli,Vegetables,90,2024-07-21,2024-08-02,31,28
Bread,Bakery,82,2024-07-14,2024-07-17,25,33
Beef,Meat,93,2024-07-10,2024-07-17,34,39
Tomato,Vegetables,27,2024-07-15,2024-07-28,38,17
Bread,Bakery,67,2024-07-10,2024-07-13,25,36
Fish,Seafood,66,2024-07-18,2024-07-22,32,31
Butter,Dairy,89,2024-07-18,2024-08-17,28,22
Carrot,Vegetables,30,2024-07-17,2024-07-27,25,17
Butter,Dairy,79,2024-07-20,2024-08-19,28,22
Yogurt,Dairy,33,2024-07-20,2024-08-01,10,40
Potato,Vegetables,84,2024-07-19,2024-07-27,46,19
Tomato,Vegetables,36,2024-07-20,2024-08-02,38,6
Orange,Fruits,40,2024-07-14,2024-08-03,42,8
Potato,Vegetables,75,2024-07-23,2024-07-31,46,16
Orange,Fruits,99,2024-07-10,2024-07-30,42,36
Soda,Beverages,31,2024-07-22,2024-10-20,18,0
Apple,Fruits,92,2024-07-14,2024-07-29,18,40
Apple,Fruits,81,2024-07-15,2024-07-30,18,48
Shrimp,Seafood,65,2024-07-17,2024-07-23,48,12
Spinach,Vegetables,35,2024-07-11,2024-07-19,16,35
Cookies,Snacks,17,2024-07-20,2024-11-17,0,7
Apple,Fruits,16,2024-07-23,2024-08-07,18,13
Tomato,Vegetables,13,2024-07-21,2024-08-03,38,13
Yogurt,Dairy,12,2024-07-22,2024-08-03,10,9
Yogurt,Dairy,33,2024-07-20,2024-08-01,10,41
Fish,Seafood,96,2024-07-10,2024-07-14,32,35
Broccoli,Vegetables,70,2024-07-10,2024-07-22,31,30
Bread,Bakery,95,2024-07-18,2024-07-21,25,32
Orange,Fruits,33,2024-07-10,2024-07-30,42,11
Carrot,Vegetables,93,2024-07-15,2024-07-25,25,44
Milk,Dairy,43,2024-07-11,2024-07-21,29,19
Orange,Fruits,36,2024-07-23,2024-08-12,42,11
Fish,Seafood,90,2024-07-13,2024-07-17,32,42
Tomato,Vegetables,22,2024-07-22,2024-08-04,38,12
Butter,Dairy,96,2024-07-15,2024-08-14,28,30
Potato,Vegetables,77,2024-07-16,2024-07-24,46,16
Butter,Dairy,12,2024-07-11,2024-08-10,28,10
Yogurt,Dairy,19,2024-07-20,2024-08-01,10,16
Apple,Fruits,39,2024-07-10,2024-07-25,18,46
Chicken,Meat,60,2024-07-12,2024-07-17,39,15
Milk,Dairy,87,2024-07-21,2024-07-31,29,33
Cookies,Snacks,12,2024-07-17,2024-11-14,0,6
Milk,Dairy,90,2024-07-10,2024-07-20,29,45
Potato,Vegetables,77,2024-07-12,2024-07-20,46,12
Shrimp,Seafood,61,2024-07-12,2024-07-18,48,13
Juice,Beverages,82,2024-07-14,2024-09-12,3,1
Bread,Bakery,10,2024-07-23,2024-07-26,25,13
Bread,Bakery,36,2024-07-18,2024-07-21,25,15
Cookies,Snacks,28,2024-07-22,2024-11-19,0,8
Orange,Fruits,87,2024-07-17,2024-08-06,42,24
Cookies,Snacks,69,2024-07-11,2024-11-08,0,5
Potato,Vegetables,92,2024-07-16,2024-07-24,46,11
Milk,Dairy,50,2024-07-17,2024-07-27,29,18
Banana,Fruits,39,2024-07-12,2024-07-19,16,44
Milk,Dairy,47,2024-07-17,2024-07-27,29,18
Carrot,Vegetables,51,2024-07-17,2024-07-27,25,44
Cookies,Snacks,40,2024-07-20,2024-11-17,0,9
Orange,Fruits,62,2024-07-13,2024-08-02,42,10
Bread,Bakery,30,2024-07-16,2024-07-19,25,16
Cookies,Snacks,23,2024-07-19,2024-11-16,0,2
Soda,Beverages,57,2024-07-19,2024-10-17,18,0
Broccoli,Vegetables,80,2024-07-21,2024-08-02,31,32
Carrot,Vegetables,23,2024-07-21,2024-07-31,25,17
Soda,Beverages,59,2024-07-23,2024-10-21,18,5
Spinach,Vegetables,91,2024-07-23,2024-07-31,16,47
Butter,Dairy,92,2024-07-18,2024-08-17,28,20
Bread,Bakery,66,2024-07-10,2024-07-13,25,35
Orange,Fruits,73,2024-07-21,2024-08-10,42,9
Bread,Bakery,16,2024-07-23,2024-07-26,25,18
Butter,Dairy,16,2024-07-17,2024-08-16,28,10
Soda,Beverages,45,2024-07-17,2024-10-15,18,7
Milk,Dairy,29,2024-07-11,2024-07-21,29,13
Carrot,Vegetables,32,2024-07-21,2024-07-31,25,19
Banana,Fruits,48,2024-07-21,2024-07-28,16,39
Juice,Beverages,67,2024-07-19,2024-09-17,3,1
Carrot,Vegetables,42,2024-07-11,2024-07-21,25,14
Beef,Meat,80,2024-07-19,2024-07-26,34,40
Potato,Vegetables,55,2024-07-19,2024-07-27,46,17
Beef,Meat,92,2024-07-23,2024-07-30,34,41
Broccoli,Vegetables,66,2024-07-21,2024-08-02,31,31
Yogurt,Dairy,16,2024-07-21,2024-08-02,10,12
Chips,Snacks,32,2024-07-12,2024-12-09,14,7
Carrot,Vegetables,60,2024-07-18,2024-07-28,25,34
Broccoli,Vegetables,58,2024-07-20,2024-08-01,31,15
Potato,Vegetables,12,2024-07-22,2024-07-30,46,11
Orange,Fruits,18,2024-07-11,2024-07-31,42,10
Apple,Fruits,44,2024-07-15,2024-07-30,18,42
Banana,Fruits,54,2024-07-19,2024-07-26,16,36
Apple,Fruits,99,2024-07-11,2024-07-26,18,30
Spinach,Vegetables,89,2024-07-10,2024-07-18,16,43
Shrimp,Seafood,26,2024-07-12,2024-07-18,48,16
Milk,Dairy,20,2024-07-18,2024-07-28,29,12
Spinach,Vegetables,33,2024-07-23,2024-07-31,16,42
Apple,Fruits,17,2024-07-10,2024-07-25,18,16
Shrimp,Seafood,59,2024-07-12,2024-07-18,48,19
Spinach,Vegetables,86,2024-07-22,2024-07-30,16,47
Spinach,Vegetables,58,2024-07-14,2024-07-22,16,38
Orange,Fruits,23,2024-07-22,2024-08-11,42,9
Yogurt,Dairy,71,2024-07-14,2024-07-26,10,38
Carrot,Vegetables,56,2024-07-14,2024-07-24,25,35
Chicken,Meat,42,2024-07-13,2024-07-18,39,10
Soda,Beverages,42,2024-07-16,2024-10-14,18,2
Banana,Fruits,82,2024-07-17,2024-07-24,16,37
Apple,Fruits,47,2024-07-11,2024-07-26,18,49
Beef,Meat,16,2024-07-21,2024-07-28,34,13
Milk,Dairy,36,2024-07-21,2024-07-31,29,18
Yogurt,Dairy,61,2024-07-12,2024-07-24,10,36
Soda,Beverages,54,2024-07-21,2024-10-19,18,2
Orange,Fruits,82,2024-07-13,2024-08-02,42,5
Fish,Seafood,45,2024-07-17,2024-07-21,32,15
Butter,Dairy,61,2024-07-14,2024-08-13,28,22
Chips,Snacks,60,2024-07-13,2024-12-10,14,8
Potato,Vegetables,55,2024-07-14,2024-07-22,46,14
Yogurt,Dairy,97,2024-07-23,2024-08-04,10,21
Apple,Fruits,89,2024-07-16,2024-07-31,18,40
Milk,Dairy,90,2024-07-16,2024-07-26,29,38
Banana,Fruits,12,2024-07-11,2024-07-18,16,14
Chips,Snacks,73,2024-07-20,2024-12-17,14,2
Spinach,Vegetables,68,2024-07-16,2024-07-24,16,40
Beef,Meat,44,2024-07-23,2024-07-30,34,17
Chicken,Meat,22,2024-07-18,2024-07-23,39,14
Orange,Fruits,72,2024-07-14,2024-08-03,42,12
Chicken,Meat,33,2024-07-15,2024-07-20,39,19
Spinach,Vegetables,67,2024-07-14,2024-07-22,16,46
Fish,Seafood,70,2024-07-21,2024-07-25,32,44
Yogurt,Dairy,45,2024-07-18,2024-07-30,10,44
Tomato,Vegetables,29,2024-07-17,2024-07-30,38,10
Shrimp,Seafood,64,2024-07-19,2024-07-25,48,18
Juice,Beverages,17,2024-07-11,2024-09-09,3,3
Broccoli,Vegetables,51,2024-07-15,2024-07-27,31,17
Chips,Snacks,50,2024-07-15,2024-12-12,14,0
Soda,Beverages,98,2024-07-17,2024-10-15,18,7
Potato,Vegetables,87,2024-07-14,2024-07-22,46,14
Carrot,Vegetables,49,2024-07-16,2024-07-26,25,13
Banana,Fruits,91,2024-07-10,2024-07-17,16,37
Chicken,Meat,80,2024-07-19,2024-07-24,39,36
Broccoli,Vegetables,40,2024-07-16,2024-07-28,31,11
Broccoli,Vegetables,70,2024-07-10,2024-07-22,31,36
Shrimp,Seafood,98,2024-07-13,2024-07-19,48,48
Tomato,Vegetables,60,2024-07-16,2024-07-29,38,13
Fish,Seafood,54,2024-07-11,2024-07-15,32,16
Soda,Beverages,56,2024-07-19,2024-10-17,18,2
Butter,Dairy,37,2024-07-22,2024-08-21,28,6
Chips,Snacks,14,2024-07-20,2024-12-17,14,0
Yogurt,Dairy,35,2024-07-10,2024-07-22,10,44
Orange,Fruits,36,2024-07-23,2024-08-12,42,6
Carrot,Vegetables,12,2024-07-18,2024-07-28,25,19
Bread,Bakery,52,2024-07-19,2024-07-22,25,40
Bread,Bakery,20,2024-07-13,2024-07-16,25,19
Orange,Fruits,35,2024-07-20,2024-08-09,42,9
Tomato,Vegetables,25,2024-07-21,2024-08-03,38,8
Soda,Beverages,58,2024-07-13,2024-10-11,18,5
Carrot,Vegetables,87,2024-07-23,2024-08-02,25,21
Orange,Fruits,20,2024-07-22,2024-08-11,42,12
Spinach,Vegetables,57,2024-07-17,2024-07-25,16,34
Juice,Beverages,85,2024-07-16,2024-09-14,3,1
Milk,Dairy,35,2024-07-10,2024-07-20,29,15
Shrimp,Seafood,53,2024-07-23,2024-07-29,48,14
Beef,Meat,87,2024-07-13,2024-07-20,34,39
Orange,Fruits,85,2024-07-19,2024-08-08,42,32
Cookies,Snacks,99,2024-07-18,2024-11-15,0,9
Broccoli,Vegetables,39,2024-07-22,2024-08-03,31,5
Butter,Dairy,66,2024-07-13,2024-08-12,28,30
Orange,Fruits,66,2024-07-13,2024-08-02,42,5
Orange,Fruits,34,2024-07-21,2024-08-10,42,13
Potato,Vegetables,33,2024-07-13,2024-07-21,46,17
Butter,Dairy,46,2024-07-20,2024-08-19,28,12
Potato,Vegetables,25,2024-07-22,2024-07-30,46,18
Banana,Fruits,93,2024-07-18,2024-07-25,16,31
Chips,Snacks,67,2024-07-20,2024-12-17,14,8
Chips,Snacks,48,2024-07-12,2024-12-09,14,7
Bread,Bakery,57,2024-07-12,2024-07-15,25,47
Broccoli,Vegetables,41,2024-07-20,2024-08-01,31,13
Soda,Beverages,26,2024-07-16,2024-10-14,18,0
Tomato,Vegetables,83,2024-07-23,2024-08-05,38,31
Banana,Fruits,29,2024-07-13,2024-07-20,16,10
Shrimp,Seafood,83,2024-07-19,2024-07-25,48,19
Cookies,Snacks,65,2024-07-23,2024-11-20,0,6
Broccoli,Vegetables,80,2024-07-20,2024-08-01,31,46
Soda,Beverages,73,2024-07-14,2024-10-12,18,8
Bread,Bakery,97,2024-07-11,2024-07-14,25,37
Banana,Fruits,44,2024-07-21,2024-07-28,16,36
Milk,Dairy,47,2024-07-13,2024-07-23,29,11
Shrimp,Seafood,94,2024-07-14,2024-07-20,48,19
Carrot,Vegetables,21,2024-07-16,2024-07-26,25,10
Broccoli,Vegetables,16,2024-07-10,2024-07-22,31,16
